3563,3313
4389,4582
1561,1624
3649,3528
1800,1844
2598,2545
2528,2353
2337,2298
2441,2542
3740,3940
821,787
1276,1265
1223,1043
2052,2168
3358,3271
4108,4033
3340,3529
2713,2542
3103,2974
2136,2151
1148,1231
1330,1240
2571,2566
1519,1663
1078,1026
1825,2045
3993,3810
4164,4410
4494,4673
4421,4434
2912,2956
1727,1602
1270,1205
1079,995
2438,2369
2729,2942
2769,3055
4285,4219
1796,1907
2272,2325
2725,2867
2428,2581
1006,759
2125,1959
2214,2288
1339,1110
3655,3367
4205,4258
4413,4547
658,377
3728,3485
524,602
4326,4245
1735,1767
2299,2449
3658,3903
3891,3727
2677,2437
3634,3613
3598,3467
2135,1927
1896,1788
3894,3840
3583,3717
3017,2889
4181,4095
1070,832
3059,3313
2584,2777
2818,2765
2171,1874
4400,4466
1835,1783
1697,1955
2944,3131
1342,1381
2373,2310
2595,2732
2463,2356
1278,1059
2475,2404
2979,2859
1973,1884
676,712
1636,1517
684,636
4198,4159
798,646
1939,1846
3742,3763
4065,3994
3767,3578
794,725
4357,4120
4444,4739
2717,2954
1617,1767
3722,3760
931,1178
2335,2523
2960,2912
857,968
2122,2284
1586,1527
2412,2274
4042,4062
2043,1955
2730,2708
1240,962
3724,3443
3486,3232
3931,3903
3318,3442
868,1115
1052,902
2877,2604
3303,3451
2784,3056
2496,2508
1757,1488
2317,2370
3347,3621
764,1063
3770,4059
2573,2812
4274,4528
2682,2601
4095,3924
3449,3635
802,567
1787,1827
3751,3531
2396,2302
603,469
4105,4037
1327,1323
2928,2990
1175,965
968,917
815,716
558,323
2226,1991
4039,4301
2030,2082
4142,4292
3696,3977
2718,2897
1177,1166
2492,2660
1104,1152
969,901
3064,3059
4418,4660
1768,1819
3334,3372
1320,1408
559,441
4260,4231
521,595
2650,2430
1393,1499
1054,1131
1440,1463
3779,3786
1736,1538
892,817
2930,2870
3161,2929
3869,4067
2742,2493
641,605
3878,4057
3083,3185
3535,3648
666,636
3366,3179
989,1281
2976,3105
3509,3327
1664,1380
3362,3432
764,938
3808,3805
865,987
616,909
4448,4438
1011,1279
2271,2424
4133,4202
3909,3770
3791,3680
2440,2652
761,795
1112,1035
2475,2333
947,969
2721,2904
3278,3562
3137,3325
1064,1131
2918,2852
2033,1861
4230,4465
1979,1768
4397,4178
2364,2614
3763,3527
3300,3335
1174,1068
1329,1240
3993,4276
1745,1836
2130,2296
3528,3396
3489,3708
3820,3879
1951,1659
2206,2277
1148,870
3144,3300
1274,1035
3634,3880
3358,3470
794,704
2232,1973
4073,4008
4005,4244
1611,1909
3556,3801
3128,3001
1362,1358
2858,2715
3140,3281
2704,2441
2152,2166
3983,3922
1709,1595
1039,971
1196,1063
3417,3153
723,888
2446,2580
3014,3082
2424,2552
1125,1407
1391,1199
1653,1864
3009,2870
809,885
4460,4325
723,629
2658,2506
1875,1929
1511,1747
1248,1093
1468,1217
1785,1753
3966,3819
2418,2587
2739,2883
3462,3703
1713,1441
1711,1476
2607,2322
2165,2023
2484,2651
2067,2305
3594,3513
3669,3394
842,1140
2928,2714
3180,3046
2803,2667
2056,1891
939,846
1577,1289
3852,3709
3168,3453
2965,3092
2834,3070
2608,2713
1434,1721
2826,2535
2255,2375
2046,2229
3114,3355
1762,1794
794,624
3633,3658
3213,3464
1121,1111
3683,3650
4238,4485
3294,3042
4130,4096
2024,2206
2371,2290
1898,1722
3870,4129
2373,2138
1174,1060
2351,2151
2634,2789
583,376
1155,920
3892,3849
3905,3731
4227,3985
3044,2931
2089,1929
1995,1990
918,886
2483,2490
3378,3211
2160,2091
3627,3438
1424,1508
4359,4219
3606,3688
2837,2931
2155,2077
3094,3139
1289,1324
2960,2687
820,1117
1211,1222
1779,1778
872,757
2068,2276
1975,2166
3694,3600
1775,1559
3179,2988
2779,2542
4325,4195
1798,1768
532,481
650,940
1062,1215
1827,1735
1726,1950
4381,4587
3083,3363
1015,775
2966,2762
780,1000
3534,3752
3243,3278
1483,1607
3339,3317
1003,1291
3544,3651
835,843
3215,3088
1612,1449
4029,4070
836,1031
980,991
3399,3579
4366,4643
3683,3796
2966,3223
2902,3164
4167,3940
1504,1530
2312,2349
1971,1867
3834,3746
2128,2281
3960,4134
2822,2956
536,735
3272,3447
2865,2608
1214,940
2902,2905
672,672
1583,1562
1363,1508
3880,3727
840,1008
1171,1311
1820,1883
3898,3719
4186,4388
1971,1673
3035,2948
2064,1956
1168,1174
4374,4601
684,919
3576,3734
2940,2928
4058,4335
2083,2294
2863,2905
642,468
3454,3483
4116,4217
2186,1947
2014,2178
3348,3286
4103,4302
2492,2680
2460,2469
3543,3273
3886,3830
1291,1364
1982,2244
1398,1668
4161,4247
3144,2939
3567,3620
3828,3852
2689,2486
4068,4350
2695,2510
2009,2307
2511,2437
3739,3517
1509,1498
2519,2628
654,949
828,721
3047,3054
4091,4186
4048,3939
1147,1386
568,381
3361,3214
3506,3261
3487,3506
2571,2354
2198,2447
578,774
4094,3969
1539,1281
1186,1360
1983,1710
1724,1782
3727,3889
2719,2790
4036,3952
3003,3144
4496,4622
986,1067
1123,1010
2564,2852
2746,2999
695,725
3743,3700
3998,3818
2922,2772
1981,2104
3025,2943
4108,3833
1879,1898
3268,3008
1829,1842
4303,4517
549,788
3184,3069
3706,3432
3161,3387
923,1003
2726,2560
1918,1718
3277,3006
3277,3348
3927,3828
1646,1381
1481,1231
2872,2575
3141,3420
3191,2943
4313,4118
3530,3462
1856,2123
643,859
4388,4621
1562,1760
1581,1434
932,718
3835,3769
3401,3534
3857,3793
2579,2377
2463,2683
4161,4258
1876,1713
3672,3692
639,477
3951,4089
2409,2305
2722,2683
4076,4004
2372,2534
3933,3991
2040,2198
3791,3780
1029,1244
2850,2773
1142,1295
3478,3704
3197,3387
569,547
1415,1604
2343,2279
951,770
4033,4062
896,1123
2187,2122
3132,2941
2863,2888
3521,3558
1075,808
2424,2200
3864,3718
539,314
2404,2506
2651,2447
3996,4142
3035,2856
3517,3655
4050,3848
2196,1927
1621,1559
4195,4074
2831,3020
580,620
2350,2547
4476,4635
1789,1933
2578,2457
739,1030
3171,2952
2983,3039
3439,3642
582,560
3305,3059
1728,1792
3328,3458
777,562
2404,2341
3149,2901
2853,2854
1944,2132
2144,2077
2516,2524
1429,1497
934,1063
1310,1454
4324,4251
2220,2131
1581,1389
2380,2287
2835,2953
1719,1772
2157,2071
1231,1421
4257,4312
3145,3018
3994,4110
1542,1309
2252,1995
864,939
1573,1361
4460,4287
3697,3441
1929,2100
2146,1894
1879,2050
825,776
611,572
2550,2326
4433,4562
2944,2868
2441,2347
2370,2523
2854,2646
3807,4033
1781,1531
3976,3951
1826,1994
1557,1601
3365,3539
1179,1262
2780,2497
2823,2553
3505,3232
1385,1471
2295,2329
3084,2929
2794,2834
1102,956
3844,3832
1873,1859
1184,1326
1522,1492
588,521
3671,3882
4173,4001
1638,1407
3744,3452
1514,1539
1653,1863
968,1251
767,828
4415,4596
559,855
2449,2376
2174,2036
3589,3774
3036,2883
4425,4679
3269,3378
4311,4481
3189,3406
895,934
3402,3654
3865,3716
3775,3951
3286,3122
2553,2450
3659,3379
1342,1058
3032,3328
1162,1426
922,879
2320,2035
4075,3943
4047,4030
789,685
1481,1753
4160,4450
1100,1162
2676,2547
1961,2180
1396,1580
2155,2349
1963,1899
2646,2607
4059,3787
1011,1131
878,927
4293,4029
2968,3030
2031,2036
1313,1318
2104,2387
2993,2956
2095,2392
954,1083
3785,3510
3388,3603
874,603
673,568
2220,2224
1618,1561
1475,1723
3547,3438
956,962
4206,4238
1478,1625
4171,3923
2548,2805
885,838
1202,1379
3118,3104
621,913
2931,3168
3753,3771
3429,3510
2115,1974
3053,3314
1987,1859
1968,1769
2717,2456
2582,2827
976,918
2245,1985
1894,1721
3926,4057
2898,2601
3034,3064
2162,2005
2388,2118
4486,4339
2598,2566
2438,2419
3417,3418
1240,1334
1829,1661
3265,2970
3240,3224
1571,1817
2854,2620
672,877
2547,2458
3879,3778
2874,2580
3140,2944
2522,2226
4273,4450
4023,3933
